IMDB ID,Title,Year,Date Published,Genre,Duration,Country,Language,Director,Writer,Production Company,Actors,Avg Rating,# of Ratings,Lifetime_Gross,Lifetime Gross - Adjusted ($),Decade
tt0105699,Unlawful Entry,1992,1992-11-06,"Crime, Drama, Thriller",117,"Japan, USA","English, Spanish",Jonathan Kaplan,"George Putnam, John Katchmer",Largo Entertainment,"Kurt Russell, Ray Liotta, Madeleine Stowe, Roger E. Mosley, Ken Lerner, Deborah Offner, Carmen Argenziano, Andy Romano, Johnny Ray McGhee, Dino Anello, Sonny Carl Davis, Harry Northup, Sherrie Rose, Alicia Ramirez, Ruby Salazar",6.3,13635,"$57,138,719.00","$102,266,089.18",1990-1999
tt0105706,Used People,1992,1993-01-22,"Comedy, Drama, Romance",115,"USA, Japan",English,Beeban Kidron,"Todd Graff, Todd Graff",JVC Entertainment Networks,"Shirley MacLaine, Bob Dishy, Emma Tammi, Asia Vieira, Lee Wallace, Louis Guss, Kathy Bates, Gil Filar, Maia Filar, Irving Metzman, Matthew Branton, David Gow, Marcia Gay Harden, Jessica Tandy, Sylvia Sidney",6.1,1309,"$17,957,265.00","$32,139,664.59",1990-1999
tt0105719,The Vagrant,1992,1992-05-15,"Comedy, Horror, Thriller",91,"France, USA",English,Chris Walas,Richard Jefferies,Brooksfilms,"Bill Paxton, Michael Ironside, Marshall Bell, Mitzi Kapture, Colleen Camp, Patrika Darbo, Marc McClure, Stuart Pankin, Teddy Wilson, Derek Loughran, Mildred Brion, Brett Marston, Ken Love, Katherine Gosney, Steve Gates",5.8,1207,"$5,900.00","$10,559.74",1990-1999
tt0105789,The Waterdance,1992,1992-05-13,"Drama, Romance",106,USA,English,"Neal Jimenez, Michael Steinberg",Neal Jimenez,No Frills Film Production,"Eric Stoltz, Helen Hunt, William Allen Young, James Roach, Elizabeth Peña, Henry Harris, Tony Genaro, Eva Rodriguez, Erick Vigil, Edgar Rodriguez, Angélica Castell, William Forsythe, Grace Zabriskie, Wesley Snipes, Kimberly Scott",6.7,2515,"$1,723,319.00","$3,084,372.52",1990-1999
tt0105790,Waterland,1992,1992-08-21,"Drama, Mystery",95,UK,English,Stephen Gyllenhaal,"Graham Swift, Peter Prince",British Screen Productions,"Jeremy Irons, Sinéad Cusack, Grant Warnock, Lena Headey, Callum Dixon, Sean Maguire, Ross McCall, Camilla Hebditch, David Morrissey, John Heard, Maggie Gyllenhaal, Ethan Hawke, Cara Buono, Pete Postlethwaite, Stewart Richman",6.6,2005,"$1,100,218.00","$1,969,154.96",1990-1999
tt0105793,Wayne's World,1992,1992-05-22,"Comedy, Music",94,USA,"English, Cantonese",Penelope Spheeris,"Mike Myers, Mike Myers",Paramount Pictures,"Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere, Brian Doyle-Murray, Lara Flynn Boyle, Michael DeLuise, Dan Bell, Lee Tergesen, Kurt Fuller, Sean Sullivan, Colleen Camp, Donna Dixon, Frederick Coffin, Mike Hagerty",7.0,135953,"$121,697,323.00","$217,812,185.93",1990-1999
tt0105807,When the Party's Over,1993,1993-03-12,"Drama, Comedy",114,USA,English,Matthew Irmas,"Matthew Irmas, Ann Wycoff",Emby Eye,"Rae Dawn Chong, Sandra Bullock, Kris Kamm, Elizabeth Berridge, Brian McNamara, Paul Johansson, Michael Landes, Max Kamins, Norm Skaggs, Raymond Cruz, John Goddard, Robert Nadder, Desi Arnez Hines II, Webster Williams, Terrence E. McNally",4.9,857,"$3,514.00","$6,106.51",1990-1999
tt0105810,Where the Day Takes You,1992,1992-09-11,"Crime, Drama, Thriller",105,USA,English,Marc Rocco,"Michael Hitchcock, Kurt Voss",Cinetel Films,"Laura San Giacomo, Dermot Mulroney, Robert Knepper, Sean Astin, Balthazar Getty, Will Smith, James Le Gros, Ricki Lake, Lara Flynn Boyle, Peter Dobson, Kyle MacLachlan, Nancy McKeon, Adam Baldwin, Rachel Ticotin, Alyssa Milano",6.7,3007,"$390,152.00","$698,288.65",1990-1999
tt0105811,Whispers in the Dark,1992,1992-08-07,"Drama, Mystery, Thriller",103,USA,English,Christopher Crowe,Christopher Crowe,Paramount Pictures,"Annabella Sciorra, Jamey Sheridan, Anthony LaPaglia, Jill Clayburgh, John Leguizamo, Deborah Kara Unger, Anthony Heald, Alan Alda, Jacqueline Brookes, Gene Canfield, Albert Pisarenkov, Malik, Bo Dietl, Joseph Badalucco Jr.",5.5,1889,"$11,124,511.00","$19,910,495.96",1990-1999
tt0105812,White Men Can't Jump,1992,1992-10-23,"Comedy, Drama, Sport",115,USA,English,Ron Shelton,Ron Shelton,Twentieth Century Fox,"Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell, Cylk Cozart, Kadeem Hardison, Ernest Harden Jr., John Marshall Jones, Marques Johnson, David Roberson, Kevin Benton, Nigel Miguel, Duane Martin, Bill Henderson, Sonny Craver",6.8,70571,"$76,253,806.00","$136,478,007.58",1990-1999
tt0105813,White Sands,1992,1992-04-24,"Action, Crime, Drama",101,USA,English,Roger Donaldson,Daniel Pyne,Morgan Creek Entertainment,"Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson, M. Emmet Walsh, James Rebhorn, Maura Tierney, Beth Grant, Alexander Nicksay, Fredrick Lopez, Miguel Sandoval, John Lafayette, Ken Thorley, Jack Kehler, Royce D. Applegate",6.0,6520,"$9,011,574.00","$16,128,790.54",1990-1999
tt0105824,Wind,1992,1992-09-11,"Action, Drama, Sport",126,"USA, Japan",English,Carroll Ballard,"Jeff Benjamin, Roger Vaughan",American Zoetrope,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson, Stellan Skarsgård, Rebecca Miller, Ned Vaughn, Peter Montgomery, Elmer Ahlwardt, Saylor Creswell, James Rebhorn, Michael Higgins, Ron Colbin, Ken Kensei, Bill Buell",6.5,2334,"$5,519,569.00","$9,878,848.27",1990-1999
tt0105871,Year of the Comet,1992,1992-04-24,"Action, Adventure, Romance",91,USA,English,Peter Yates,William Goldman,Castle Rock Entertainment,"Penelope Ann Miller, Tim Daly, Louis Jourdan, Art Malik, Ian Richardson, Ian McNeice, Tim Bentinck, Julia McCarthy, Jacques Mathou, Arturo Venegas, Chapman Roberts, Nick Brimble, Andrew Robertson, Shane Rimmer, Nicholas Ward Jackson",5.8,1402,"$2,791,515.00","$4,996,214.95",1990-1999
tt0105885,Zebrahead,1992,1992-10-23,"Drama, Romance",100,USA,English,Anthony Drazan,Anthony Drazan,Ixtlan,"Michael Rapaport, Kevin Corrigan, Lois Bendler, Dan Ziskie, DeShonn Castle, N'Bushe Wright, Marsha Florence, Shula Van Buren, Ron Johnson, Ray Sharkey, Glenn Dossin, Martin Priest, Shirley Benyas, Jason Willinger, Jon Seda",6.3,1120,"$1,557,771.00","$2,788,077.00",1990-1999
tt0106220,Addams Family Values,1993,1993-12-10,"Comedy, Fantasy",94,USA,English,Barry Sonnenfeld,"Charles Addams, Paul Rudnick",Paramount Pictures,"Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack, Christina Ricci, Carol Kane, Jimmy Workman, Kaitlyn Hooper, Kristen Hooper, Carel Struycken, David Krumholtz, Christopher Hart, Dana Ivey, Peter MacNicol, Christine Baranski",6.7,72803,"$48,919,043.00","$85,009,786.37",1990-1999
tt0106223,The Adventures of Huck Finn,1993,1994-07-08,"Adventure, Comedy, Drama",108,USA,"English, French",Stephen Sommers,"Mark Twain, Stephen Sommers",Steve White Productions,"Elijah Wood, Courtney B. Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey, Anne Heche, James Gammon, Paxton Whitehead, Tom Aldredge, Laura Bell Bundy, Curtis Armstrong, Mary Louise Wilson, Frances Conroy, Danny Tamberelli",6.2,7324,"$24,103,594.00","$41,886,374.94",1990-1999
tt0106226,The Age of Innocence,1993,1994-02-18,"Drama, Romance",139,USA,"English, Italian",Martin Scorsese,"Edith Wharton, Jay Cocks",Columbia Pictures,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas, Michael Rees Davis, Terry Cook, Jon Garrison, Richard E. Grant, Alec McCowen, Geraldine Chaplin, Mary Beth Hurt, Stuart Wilson, Howard Erskine, John McLoughlin, Christopher Nilsson",7.2,45639,"$32,255,440.00","$56,052,365.20",1990-1999
tt0106233,Airborne,1993,1993-09-17,"Adventure, Comedy, Sport",91,USA,English,Rob Bowman,"Bill Apablasa, Stephen McEveety",Icon Entertainment International,"Shane McDermott, Seth Green, Brittney Powell, Chris Conrad, Edie McClurg, Patrick Thomas O'Brien, Jack Black, Alanna Ubach, Jacob Vargas, Owen Stadele, Chris Edwards, Daniel Betances, David Betances, Jim Jansen, Louan Gideon",6.3,5995,"$2,850,263.00","$4,953,086.44",1990-1999
tt0106246,Alive,1993,1993-04-30,"Adventure, Biography, Drama",120,"USA, Canada",English,Frank Marshall,"Piers Paul Read, John Patrick Shanley",Film Andes S.A.,"Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay, John Newton, David Kriegel, Kevin Breznahan, Sam Behrens, Illeana Douglas, Jack Noseworthy, Christian J. Meoli, Jake Carpenter, Michael DeLorenzo, José Zúñiga, Danny Nucci",7.1,46999,"$36,733,909.00","$63,834,890.57",1990-1999
tt0106264,Amongst Friends,1993,1993-07-23,"Crime, Drama",86,USA,English,Rob Weiss,Rob Weiss,Island World,"Chris Santos, Michael Leb, Christian Thom, Lou Cantelmo, Jerry Leonard, David Stepkin, Greg Bernardi, Lou Bernardi, Charles Mattina, Adam Montalbano, Michael Sorvino, Jay Gordon, Michael Weiss, Joseph Granda, Andy Weiss",5.8,505,"$265,000.00","$460,507.65",1990-1999
tt0106266,Amos & Andrew,1993,1993-03-05,"Comedy, Crime",96,USA,"English, Spanish",E. Max Frye,E. Max Frye,Castle Rock Entertainment,"Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage, Dabney Coleman, Brad Dourif, Chelcie Ross, I.M. Hobson, Jeff Blumenkrantz, Todd Weeks, Jordan Lund, Jodi Long, Michael Burgess, Leonor Anthony, Walter Raymond",5.7,8141,"$9,745,803.00","$16,935,912.48",1990-1999
tt0106292,Another Stakeout,1993,1993-12-27,"Comedy, Crime",108,USA,English,John Badham,"Jim Kouf, Jim Kouf",Touchstone Pictures,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina, Marcia Strassman, Cathy Moriarty, John Rubinstein, Miguel Ferrer, Sharon Maughan, Christopher Doyle, Sharon Schaffer, Rick Seaman, Jan Speck, Gene Ellison-Jones, Frank DeAngelo",5.6,12498,"$20,208,496.00","$35,117,611.11",1990-1999
tt0106315,Aspen Extreme,1993,1993-01-22,"Drama, Romance, Sport",113,USA,English,Patrick Hasburgh,Patrick Hasburgh,Hollywood Pictures,"Paul Gross, Peter Berg, Finola Hughes, Teri Polo, William Russ, Trevor Eve, Martin Kemp, Stewart Finlay-McLennan, Tony Griffin, Julie Royer, Patrick T. Johnson, William McNamara, Gary Eimiller, Andy Mill, Bill Ferrell",6.0,2612,"$8,041,049.00","$13,973,451.15",1990-1999
tt0106339,Backbeat,1994,1994-04-22,"Biography, Drama, Music",100,"UK, Germany","English, German, French, Russian",Iain Softley,"Iain Softley, Michael Thomas",Channel Four Films,"Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell, Chris O'Neill, Scot Williams, Kai Wiesinger, Jennifer Ehle, Marcelle Duprey, John White, Bernard Merrick, Nicholas Tennant, Finola Geraghty, Rob Spendlove, Charlie Caine",6.6,5492,"$2,392,589.00","$4,053,953.08",1990-1999
tt0106350,The Ballad of Little Jo,1993,1993-08-20,"Drama, Romance, Western",121,USA,English,Maggie Greenwald,Maggie Greenwald,Joco,"Suzy Amis, Bo Hopkins, Ian McKellen, David Chung, Heather Graham, Rene Auberjonois, Carrie Snodgress, Anthony Heald, Melissa Leo, Sam Robards, Olinda Turturro, Ruth Maleczech, Jeffrey Andrews, Cathy Haase, Peadair S. Addie Sr.",6.8,1318,"$543,091.00","$943,764.37",1990-1999
tt0106353,Bank Robber,1993,1993-12-03,"Comedy, Crime, Romance",91,USA,English,Nick Mead,Nick Mead,IRS Media,"Patrick Dempsey, Lisa Bonet, Judge Reinhold, Forest Whitaker, Olivia d'Abo, Paula Kelly, Mariska Hargitay, Michael Jeter, Joe Alaskey, Andy Romano, Warren Munson, Don Perry, Lisa Spikerman, James Garde, Stephen McDonough",4.5,283,"$115,842.00","$201,306.14",1990-1999
tt0106364,Batman: Mask of the Phantasm,1993,1993-12-25,"Animation, Action, Adventure",76,USA,English,"Eric Radomski, Bruce Timm","Bob Kane, Alan Burnett",Warner Bros. Animation,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach, Abe Vigoda, Dick Miller, John P. Ryan, Efrem Zimbalist Jr., Bob Hastings, Robert Costanzo, Mark Hamill, Jane Downs, Pat Musick, Vernee Watson, Ed Gilbert",7.8,39621,"$5,795,524.00","$10,071,257.06",1990-1999
tt0106375,Beethoven's 2nd,1993,1994-03-25,"Comedy, Family, Romance",89,USA,English,Rod Daniel,"John Hughes, Amy Holden Jones",Northern Lights Entertainment,"Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn, Ashley Hamilton, Danny Masterson, Catherine Reitman, Maury Chaykin, Heather McComb, Scott Waara, Jeff Corey, Virginia Capers",4.9,24124,"$53,443,066.00","$92,871,473.87",1990-1999
tt0106379,Being Human,1994,1994-05-06,"Comedy, Drama",122,"UK, Japan","English, Scottish Gaelic",Bill Forsyth,Bill Forsyth,Warner Bros.,"Robin Williams, Kelly Hunter, Maudie Johnson, Max Johnson, Robert Carlyle, Eoin McCarthy, Irvine Allen, Iain Andrew, Robert Cavanah, Tony Curran, Andrew Flanagan, Seamus Gubbins, Iain McAleese, David McGowan, Gavin Mitchell",5.5,3662,"$1,519,366.00","$2,574,382.17",1990-1999
tt0106393,Best of the Best II,1993,1993-03-05,"Action, Crime, Drama",101,USA,English,Robert Radler,"Max Strom, John Allen Nelson",Picture Securities,"Eric Roberts, Phillip Rhee, Chris Penn, Edan Gross, Ralf Moeller, Meg Foster, Sonny Landham, Wayne Newton, Betty Carvalho, Simon Rhee, Claire Stansfield, Hayward Nishioka, Ken Nagayama, Frank Salsedo, Stefanos Miltsakakis",5.5,4958,"$6,608,687.00","$11,484,343.02",1990-1999
tt0106400,The Beverly Hillbillies,1993,1994-07-15,"Comedy, Family",92,USA,English,Penelope Spheeris,"Paul Henning, Lawrence Konner",Twentieth Century Fox,"Jim Varney, Diedrich Bader, Erika Eleniak, Cloris Leachman, Lily Tomlin, Lea Thompson, Dolly Parton, Rob Schneider, Dabney Coleman, Penny Fuller, Kevin Connolly, Linda Carlson, Lyman Ward, Leann Hunley, Ernie Lively",5.0,16489,"$44,029,386.00","$76,512,713.01",1990-1999
tt0106438,Blue,1993,1993-12-03,"Biography, Drama",79,"UK, Japan",English,Derek Jarman,Derek Jarman,Channel 4 Television Corporation,"John Quentin, Nigel Terry, Derek Jarman, Tilda Swinton",7.3,1790,"$1,324,974.00","$2,302,493.05",1990-1999
tt0106455,Boiling Point,1993,1993-04-16,"Action, Crime, Drama",92,"USA, France",English,James B. Harris,"Gerald Petievich, James B. Harris",StudioCanal,"Wesley Snipes, Dennis Hopper, Lolita Davidovich, Viggo Mortensen, Seymour Cassel, Jonathan Banks, Christine Elise, Tony Lo Bianco, Valerie Perrine, James Tolkan, Paul Gleason, Lorraine Evanoff, Stephanie Williams, Tobin Bell, Bobby Hosea",4.9,5264,"$10,058,318.00","$17,478,990.02",1990-1999
tt0106464,Bopha!,1993,1993-09-24,Drama,120,USA,"English, Afrikaans",Morgan Freeman,"Percy Mtwa, Brian Bird",Arsenio Hall Communications,"Danny Glover, Malcolm McDowell, Alfre Woodard, Marius Weyers, Maynard Eziashi, Malick Bowens, Michael Chinyamurindi, Christopher John Hall, Grace Mahlaba, Robin Smith, Julie Strijdom, Peter Kampila, Sello Maake Ka-Ncube, Eric Miyeni, Tshepo Nzimande",6.5,780,"$212,483.00","$369,245.46",1990-1999
tt0106466,Born Yesterday,1993,1993-06-18,"Comedy, Romance",100,USA,English,Luis Mandoki,"Garson Kanin, Douglas McGrath",Hollywood Pictures,"Melanie Griffith, John Goodman, Don Johnson, Edward Herrmann, Max Perlich, Michael Ensign, Benjamin C. Bradlee, Sally Quinn, William Frankfather, Fred Dalton Thompson, Celeste Yarnall, Nora Dunn, Meg Wittner, William Forward, Mary Gordon Murray",5.2,3560,"$17,952,857.00","$31,197,841.26",1990-1999
tt0106469,Bound by Honor,1993,1993-04-30,"Crime, Drama",180,USA,"English, Spanish, Arabic",Taylor Hackford,"Ross Thomas, Jimmy Santiago Baca",Hollywood Pictures,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo, Victor Rivers, Delroy Lindo, Tom Towles, Carlos Carrasco, Teddy Wilson, Raymond Cruz, Valente Rodriguez, Lanny Flaherty, Billy Bob Thornton, Geoffrey Rivas, Karmin Murcelo",8.0,27162,"$4,496,583.00","$7,814,003.23",1990-1999
tt0106471,Boxing Helena,1993,1993-09-03,"Drama, Mystery, Romance",107,USA,English,Jennifer Lynch,"Philippe Caland, Jennifer Lynch",Mainline Pictures,"Julian Sands, Sherilyn Fenn, Bill Paxton, Kurtwood Smith, Art Garfunkel, Betsy Clark, Nicolette Scorsese, Meg Register, Bryan Smith, Marla Levine, Kim Lentz, Lloyd T. Williams, Carl Mazzocone Sr., Erik Shoaff, Lisa Oz",4.7,10914,"$1,796,389.00","$3,121,701.40",1990-1999
tt0106489,A Bronx Tale,1993,1994-04-01,"Crime, Drama, Romance",121,USA,"English, Italian",Robert De Niro,"Chazz Palminteri, Chazz Palminteri",Price Entertainment,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra, Taral Hicks, Kathrine Narducci, Clem Caserta, Alfred Sauchelli Jr., Frank Pietrangolare, Joe Pesci, Robert D'Andrea, Eddie Montanaro, Fred Fischer, Dave Salerno, Joseph D'Onofrio",7.8,119253,"$17,287,898.00","$30,042,298.98",1990-1999
tt0106500,CB4,1993,1993-03-12,"Comedy, Music",89,USA,English,Tamra Davis,"Chris Rock, Nelson George",Imagine Entertainment,"Chris Rock, Allen Payne, Deezer D, Chris Elliott, Phil Hartman, Charlie Murphy, Khandi Alexander, Art Evans, Theresa Randle, Willard E. Pugh, Ty Granderson Jones, Rachel True, Victor Wilson, Richard Gant, J.D. Daniels",6.3,8325,"$17,953,778.00","$31,199,441.75",1990-1999
tt0106505,Calendar Girl,1993,1993-09-03,"Comedy, Drama",90,USA,English,John Whitesell,Paul W. Shapiro,Parkway Productions,"Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano, Steve Railsback, Kurt Fuller, Stephen Tobolowsky, Emily Warfield, Michael Quill, Leslie Wing, Blake McIver Ewing, Michael David Kaye, Sean Fitzgerald, Maggie Simman, Elizabeth Quill",5.1,2050,"$2,570,550.00","$4,467,011.06",1990-1999
tt0106519,Carlito's Way,1993,1994-01-07,"Crime, Drama, Thriller",144,USA,"English, Spanish",Brian De Palma,"Edwin Torres, David Koepp",Universal Pictures,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo, Ingrid Rogers, Luis Guzmán, James Rebhorn, Joseph Siravo, Viggo Mortensen, Richard Foronjy, Jorge Porcel, Frank Minucci, Adrian Pasdar, John Ortiz, Ángel Salazar",7.9,188789,"$36,948,322.00","$64,207,489.91",1990-1999
tt0106521,Carnosaur,1993,1993-05-21,"Horror, Sci-Fi",83,USA,English,"Adam Simon, Darren Moloney","John Brosnan, John Brosnan",New Horizons Picture,"Diane Ladd, Raphael Sbarge, Jennifer Runyon, Harrison Page, Ned Bellamy, Clint Howard, Frank Novak, Ed Williams, Andrew Magarian, Brent Hinkley, Lisa Moncure, Myron Simon, V.J. Foster, Martha Hackett, Michael Elliott",3.6,3507,"$1,753,979.00","$3,048,002.80",1990-1999
tt0106582,Cliffhanger,1993,1993-06-25,"Action, Adventure, Thriller",113,"USA, Italy, France",English,Renny Harlin,"John Long, Michael France",Carolco Pictures,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Gregory Scott Cummins, Denis Forest, Michelle Joyner, Max Perlich, Paul Winfield, Ralph Waite, Trey Brownell",6.4,113487,"$84,049,211.00","$146,057,752.43",1990-1999
tt0106598,Coneheads,1993,1993-07-23,"Comedy, Sci-Fi",88,USA,English,Steve Barron,"Tom Davis, Dan Aykroyd",Paramount Pictures,"Robert Knott, Jonathan Penner, Whip Hubley, Dan Aykroyd, Jane Curtin, Howard Napper, Michael Richards, Eddie Griffin, Sinbad, Phil Hartman, Adam Sandler, Grant Martell, Art Bonilla, David Spade, Rosa Maria Briz",5.3,48087,"$21,274,717.00","$36,970,452.33",1990-1999
tt0106611,Cool Runnings,1993,1994-02-25,"Adventure, Comedy, Family",98,USA,"English, German, Russian",Jon Turteltaub,"Lynn Siefert, Michael Ritchie",Walt Disney Pictures,"Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba, John Candy, Raymond J. Barry, Peter Outerbridge, Paul Coeur, Larry Gilman, Charles Hyatt, Winston Stona, Bertina Macauley, Pauline Stone Myrie, Kristoffer Cooper, Bill Dow",7.0,85758,"$68,856,263.00","$119,655,983.62",1990-1999
tt0106627,The Crush,1993,1993-04-02,"Drama, Thriller",89,USA,English,Alan Shapiro,Alan Shapiro,Morgan Creek Entertainment,"Cary Elwes, Alicia Silverstone, Jennifer Rubin, Kurtwood Smith, Amber Benson, Gwynyth Walsh, Matthew Walker, Deborah Hancock, Beverley Elliott, Andrew Airlie, Sheila Paterson, Brent Chapman, James Kidnie, Betty Phillips, Duncan Fraser",5.8,15160,"$13,609,396.00","$23,649,928.04",1990-1999
tt0106661,A Dangerous Woman,1993,1994-08-05,"Drama, Romance",102,USA,English,Stephen Gyllenhaal,"Mary McGarry Morris, Naomi Foner",Island World,"Laurie Metcalf, Debra Winger, John Terry, Barbara Hershey, Maggie Gyllenhaal, Jake Gyllenhaal, Myles Sheridan, Chloe Webb, Richard Riehle, Viveka Davis, Gabriel Byrne, Paul Dooley, David Strathairn, Brad Blaisdell, Warren Munson",5.8,1510,"$1,497,222.00","$2,601,819.55",1990-1999
tt0106664,The Dark Half,1993,1993-04-23,"Horror, Mystery, Thriller",122,USA,English,George A. Romero,"Stephen King, George A. Romero",Orion Pictures,"Timothy Hutton, Amy Madigan, Michael Rooker, Julie Harris, Robert Joy, Kent Broadhurst, Beth Grant, Rutanya Alda, Tom Mardirosian, Larry John Meyers, Patrick Brannan, Royal Dano, Glenn Colerider, Sarah Parker, Elizabeth Parker",6.0,14857,"$10,611,160.00","$18,439,699.34",1990-1999
tt0106673,Dave,1993,1993-11-05,"Comedy, Romance",110,USA,"English, Spanish",Ivan Reitman,Gary Ross,Warner Bros.,"Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn, Ving Rhames, Ben Kingsley, Charles Grodin, Faith Prince, Laura Linney, Bonnie Hunt, Parley Baer, Stefan Gierasch, Anna Deavere Smith, Charles Hallahan, Tom Dugan",6.8,46541,"$63,270,710.00","$109,949,606.75",1990-1999
tt0106677,Dazed and Confused,1993,1994-02-10,Comedy,102,USA,English,Richard Linklater,Richard Linklater,Gramercy Pictures (I),"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews, Rory Cochrane, Adam Goldberg, Anthony Rapp, Sasha Jenson, Marissa Ribisi, Deena Martin, Michelle Burke, Cole Hauser, Christine Harnos, Wiley Wiggins, Mark Vandermeulen",7.6,150843,"$7,993,039.00","$13,890,021.07",1990-1999
tt0106684,Deadfall,1993,1993-10-08,"Crime, Drama",98,USA,English,Christopher Coppola,"Christopher Coppola, Nick Vallelonga",Trimark Pictures,"Michael Biehn, Sarah Trigger, Nicolas Cage, James Coburn, Peter Fonda, Charlie Sheen, Talia Shire, J. Kenneth Campbell, Michael Constantine, Marc Coppola, Micky Dolenz, Brian Donovan, Renée Estevez, Ted Fox, Clarence Landry",4.0,2690,"$18,369.00","$31,921.00",1990-1999
tt0106697,Demolition Man,1993,1993-11-12,"Action, Crime, Sci-Fi",115,USA,English,Marco Brambilla,"Peter M. Lenkov, Robert Reneau",Warner Bros.,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne, Benjamin Bratt, Bob Gunton, Glenn Shadix, Denis Leary, Grand L. Bush, Pat Skipper, Steve Kahan, Paul Bollen, Mark Colson, Andre Gregory, John Enos III",6.7,148645,"$58,055,768.00","$100,887,264.60",1990-1999
tt0106701,Dennis the Menace,1993,1993-07-30,"Comedy, Family",94,USA,"English, French",Nick Castle,"Hank Ketcham, John Hughes",Warner Bros.,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton, Amy Sakasitz, Kellen Hathaway, Paul Winfield, Natasha Lyonne, Devin Ratray, Hank Johnston, Melinda Mullins, Billie Bird, Bill Erwin",5.6,52455,"$51,270,765.00","$89,096,525.86",1990-1999
tt0106761,Double Dragon,1994,1994-11-04,"Action, Adventure, Comedy",96,"USA, France, Denmark",English,James Yukich,"Paul Dini, Neal Shusterman",Greenleaf Productions,"Robert Patrick, Mark Dacascos, Scott Wolf, Kristina Wagner, Julia Nickson, Alyssa Milano, Nils Allen Stewart, Henry Kingi, John Asher, Leon Russom, Jeff Imada, Al Leong, Cory Milano, Michael Berryman, Vanna White",3.7,10566,"$2,341,309.00","$3,967,065.31",1990-1999
tt0106770,Dragon: The Bruce Lee Story,1993,1993-10-22,"Action, Biography, Drama",120,USA,"English, Cantonese",Rob Cohen,"Robert Clouse, Linda Lee Cadwell",Raffaella De Laurentiis Productions,"Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned, Nancy Kwan, Kay Tong Lim, Ric Young, Luoyong Wang, Sterling Macer Jr., Sven-Ole Thorsen, Ong Soo Han, Eric Bruskotter, Aki Aleong, Chao Li Chi, Iain M. Parker",7.0,25839,"$35,113,743.00","$61,019,423.28",1990-1999
tt0106827,Ernest Rides Again,1993,1993-11-12,"Family, Comedy",96,"Canada, USA",English,John R. Cherry III,"John R. Cherry III, William M. Akers",Emshell Producers,"Jim Varney, Ron James, Tom Butler, Linda Kash, Duke Ernsberger, Jeffrey Pillars, Dave 'Squatch' Ward, Dee Jay Jackson, Charles Siegel, Alf Humphreys, Lillian Carlson, Mitchell Kosterman, George Josef, Tony Morelli, Alan Robertson",5.0,1874,"$1,450,029.00","$2,519,809.22",1990-1999
tt0106833,Ethan Frome,1993,1993-03-12,"Drama, Romance",99,"UK, USA",English,John Madden,"Richard Nelson, Edith Wharton",American Playhouse,"Liam Neeson, Gil Rood, Tate Donovan, Stephen Mendillo, Phil Garran, Virginia Smith, Annie Nessen, Katharine Houghton, Marcie Vaughan, Burt Porter, Rusty De Wees, Paul Donlon, Joan Allen, Robert Nutt, David Dellinger",6.2,1910,"$296,081.00","$514,519.11",1990-1999
tt0106856,Falling Down,1993,1993-06-04,"Crime, Drama, Thriller",113,"France, USA","English, Spanish, Korean",Joel Schumacher,Ebbe Roe Smith,Alcor Films,"Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin, Tuesday Weld, Frederic Forrest, Lois Smith, Joey Singer, Ebbe Roe Smith, Michael Paul Chan, Raymond J. Barry, D.W. Moffett, Steve Park, Kimberly Scott, James Keane",7.6,158972,"$40,903,593.00","$71,080,820.26",1990-1999
